,location,total_sqft,bath,price,bhk
3693,Babusapalaya,1453.0,2.0,43.59,3
3694,other,1550.0,2.0,160.0,2
3695,Akshaya Nagar,1666.0,3.0,95.0,3
3698,Murugeshpalya,1845.0,3.0,91.0,3
3699,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
3700,Uttarahalli,1137.0,2.0,63.0,2
3701,Electronic City,1360.0,2.0,70.5,3
3702,other,1374.0,2.0,70.0,3
3703,Judicial Layout,1700.0,3.0,155.0,3
3704,Whitefield,3227.0,5.0,250.0,5
3705,other,2145.0,4.0,125.0,4
3707,Kasavanhalli,2170.0,3.0,151.0,3
3708,other,1080.0,2.0,55.0,2
3709,Electronic City Phase II,1790.0,3.0,100.0,3
3710,Doddathoguru,550.0,1.0,17.0,1
3711,Poorna Pragna Layout,1270.0,2.0,50.79,3
3712,Somasundara Palya,1033.0,2.0,48.0,2
3713,other,1000.0,2.0,80.0,2
3714,Binny Pete,2940.0,6.0,280.0,4
3715,other,1240.0,2.0,52.6,2
3717,Kambipura,883.0,2.0,39.0,2
3718,other,1500.0,2.0,97.0,3
3719,Marathahalli,1730.0,3.0,139.0,3
3720,Kasavanhalli,1915.0,3.0,80.0,3
3721,Whitefield,1545.0,3.0,79.0,3
3722,other,1865.0,4.0,140.0,3
3723,Hebbal Kempapura,1150.0,2.0,40.0,2
3724,other,1200.0,2.0,49.0,2
3725,Kengeri,963.0,2.0,40.0,2
3726,Marsur,1200.0,3.0,120.0,3
3727,Basavangudi,2600.0,4.0,260.0,4
3728,Kaikondrahalli,1700.0,4.0,108.0,4
3729,Lingadheeranahalli,1682.0,3.0,120.0,3
3730,Yelahanka,1371.0,2.0,65.0,3
3731,Hennur Road,901.0,2.0,49.5,2
3733,Ambalipura,1730.0,3.0,120.0,3
3734,Konanakunte,1200.0,4.0,125.0,4
3735,EPIP Zone,1500.0,3.0,102.0,3
3736,Sarjapur  Road,3785.0,6.0,280.0,4
3737,other,3500.0,4.0,245.0,4
3738,other,1203.0,2.0,59.86,2
3739,Horamavu Banaswadi,1357.0,2.0,54.0,2
3740,other,1600.0,3.0,76.0,3
3741,Yelahanka New Town,350.0,1.0,13.5,1
3742,Varthur,1665.0,3.0,53.0,3
3744,Sarjapur  Road,835.0,1.0,46.95,1
3746,Haralur Road,1444.0,2.0,80.0,3
3747,Kanakapura,1277.0,2.0,55.0,2
3748,Lingadheeranahalli,1521.0,3.0,94.71,3
3749,other,1134.0,2.0,40.0,2
3750,Vasanthapura,995.0,2.0,34.82,2
3751,Old Madras Road,2760.0,5.0,157.0,3
3752,Marathahalli,1325.0,1.0,92.0,2
3753,Kothanur,4000.0,6.0,150.0,6
3754,Marathahalli,1525.0,3.0,90.0,3
3755,other,1320.0,2.0,73.0,3
3756,Electronics City Phase 1,650.0,1.0,23.0,1
3757,Old Airport Road,1858.0,2.0,167.0,3
3758,Electronic City,1150.0,2.0,38.0,2
3759,Electronic City Phase II,769.0,2.0,40.0,2
3760,Electronic City,1571.0,3.0,105.0,3
3761,Hennur Road,1445.0,3.0,86.56,3
3762,Hosur Road,1590.0,2.0,135.0,3
3763,Bommasandra,902.0,2.0,49.0,2
3764,Sarjapur,2238.0,3.0,140.0,3
3765,Electronic City,1090.0,2.0,31.49,2
3766,Yelahanka,1712.0,3.0,82.0,3
3767,Haralur Road,1088.0,2.0,68.0,2
3768,Somasundara Palya,1575.0,3.0,63.1,3
3769,other,2150.0,6.0,205.0,6
3770,Kundalahalli,1920.0,3.0,150.0,3
3771,Margondanahalli,1000.0,2.0,57.0,2
3772,other,1100.0,2.0,56.1,2
3773,Electronic City,1089.0,2.0,45.0,2
3774,Horamavu Agara,1106.0,2.0,43.09,2
3775,Kengeri,927.0,2.0,37.0,2
3776,Kanakpura Road,1339.0,2.0,58.0,2
3777,Thanisandra,923.0,1.0,45.69,1
3778,Sarjapur  Road,2900.0,3.0,285.0,3
3779,Lakshminarayana Pura,1175.0,2.0,75.0,2
3780,Thubarahalli,975.0,2.0,55.0,2
3781,Hebbal,2400.0,4.0,180.0,3
3782,Subramanyapura,1330.0,3.0,72.0,3
3783,Thanisandra,1183.0,2.0,59.74,2
3784,Harlur,1758.0,3.0,133.0,3
3786,Hebbal,1255.0,2.0,77.68,3
3788,Pai Layout,1100.0,2.0,50.0,2
3789,Ramamurthy Nagar,1170.0,2.0,46.8,2
3790,other,2400.0,5.0,120.0,5
3791,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3
3792,Hebbal,1420.0,2.0,107.0,2
3795,Kanakpura Road,1591.0,3.0,115.0,3
3796,7th Phase JP Nagar,1680.0,3.0,120.0,3
3797,other,675.0,3.0,52.0,2
3798,Hoodi,1055.0,2.0,57.63,2
3799,Iblur Village,1918.0,3.0,129.0,3
3800,Sarjapur  Road,1280.0,2.0,76.0,2
3801,Nagarbhavi,1560.0,3.0,66.0,3
3802,Sarjapur  Road,1145.0,2.0,49.5,2
3803,Talaghattapura,2106.0,3.0,126.0,3
3804,other,1801.0,3.0,139.0,3
3807,Whitefield,1306.0,3.0,54.65,3
3808,Hebbal,1320.0,2.0,92.0,2
3809,other,1350.0,2.0,65.0,3
3811,Kalyan nagar,3800.0,5.0,300.0,4
3812,Bannerghatta Road,1344.0,2.0,42.0,3
3813,Bannerghatta Road,1893.0,3.0,100.0,3
3814,Chandapura,1107.0,2.0,43.0,3
3816,Lakshminarayana Pura,1190.0,2.0,75.0,2
3817,Whitefield,1000.0,2.0,35.0,2
3819,Kumaraswami Layout,1000.0,2.0,48.5,2
3820,Jalahalli,2113.0,3.0,155.0,3
3821,KR Puram,1100.0,2.0,46.0,2
3823,Harlur,1884.0,4.0,120.0,4
3824,Electronic City,1110.0,2.0,40.0,2
3825,Kudlu,1027.0,2.0,43.0,2
3826,other,1250.0,3.0,40.0,3
3827,Sarjapur  Road,1470.0,3.0,62.0,3
3828,other,1150.0,2.0,75.0,2
3830,Kudlu Gate,703.0,1.0,52.0,1
3831,other,1400.0,2.0,62.0,3
3832,Bellandur,1195.0,2.0,51.0,2
3833,Narayanapura,1302.0,2.0,69.1,2
3834,Begur Road,1583.0,3.0,74.4,3
3835,other,1488.0,2.0,60.0,3
3837,Kammasandra,1385.0,2.0,34.63,3
3838,Whitefield,3262.0,4.0,260.0,4
3839,Electronic City,1600.0,3.0,104.0,3
3840,Old Airport Road,1150.0,2.0,90.0,2
3842,Sarjapur  Road,1263.0,2.0,78.0,2
3844,Kanakpura Road,1299.0,2.0,85.0,2
3845,Banashankari,1330.0,2.0,78.0,2
3846,Devanahalli,1282.0,2.0,52.43,3
3847,other,1853.0,3.0,82.0,3
3848,other,861.0,2.0,35.0,2
3849,Bannerghatta Road,1600.0,3.0,95.0,3
3850,other,1256.0,2.0,62.8,2
3851,other,1390.0,2.0,80.0,3
3852,other,1550.0,2.0,90.0,3
3854,Hebbal,919.0,2.0,49.0,2
3855,Margondanahalli,1625.0,3.0,80.0,3
3856,Gunjur,1195.0,2.0,44.0,2
3858,Yelenahalli,1159.0,2.0,60.0,2
3859,Whitefield,1386.0,3.0,57.46,3
3860,Harlur,1197.0,2.0,79.0,2
3861,Old Airport Road,2690.0,4.0,191.0,4
3863,Bommasandra,1295.0,2.0,50.28,3
3864,other,1310.0,2.0,37.83,3
3865,Whitefield,1132.0,2.0,79.28,2
3868,Hebbal,1645.0,3.0,135.0,3
3869,Whitefield,1200.0,2.0,45.84,2
3871,Marathahalli,1937.0,3.0,140.0,3
3872,Doddathoguru,1015.0,2.0,33.5,2
3873,other,1080.0,2.0,39.0,2
3874,Kathriguppe,1350.0,2.0,80.99,3
3875,Kengeri Satellite Town,1149.0,2.0,29.0,3
3876,Kothanur,1185.0,2.0,59.0,2
3877,Domlur,1720.0,3.0,135.0,3
3878,Hebbal,2080.0,3.0,175.0,3
3879,Tindlu,1500.0,3.0,87.0,3
3880,Yelahanka,1566.0,3.0,97.0,3
3882,other,1500.0,4.0,110.0,4
3883,KR Puram,1290.0,2.0,49.02,2
3884,other,1531.0,3.0,72.0,3
3885,other,1839.0,3.0,165.0,3
3887,Electronic City Phase II,1400.0,2.0,40.43,3
3889,Whitefield,1140.0,2.0,39.0,2
3890,Tumkur Road,1343.5,3.0,57.76,3
3891,Banashankari Stage III,2000.0,4.0,100.0,4
3892,Kaval Byrasandra,1100.0,2.0,46.0,2
3893,other,1200.0,2.0,55.0,2
3894,Bannerghatta,1618.0,3.0,68.0,3
3895,Whitefield,2830.0,5.0,160.0,4
3896,Uttarahalli,1315.0,2.0,74.0,3
3897,Anandapura,1141.0,2.0,42.75,2
3898,AECS Layout,1080.0,2.0,55.0,2
3899,HBR Layout,1200.0,2.0,60.0,2
3900,Varthur,1111.0,2.0,41.88,2
3901,NGR Layout,1022.0,2.0,45.9,2
3902,Bannerghatta Road,1275.0,2.0,65.0,2
3903,other,900.0,2.0,70.0,2
3904,Rachenahalli,1224.0,2.0,39.2,2
3905,Battarahalli,1135.0,2.0,43.0,2
3906,Rachenahalli,1050.0,2.0,52.1,2
3907,Kudlu Gate,1535.0,3.0,86.0,3
3908,Nagavarapalya,1392.0,2.0,130.0,2
3909,Bellandur,1050.0,2.0,72.0,2
3910,Hosa Road,1513.0,3.0,103.0,3
3911,Gottigere,1621.0,3.0,72.0,3
3912,Bannerghatta Road,892.0,2.0,39.0,2
3913,Whitefield,1205.0,2.0,40.0,2
3914,Hebbal,1355.0,3.0,83.87,3
3917,other,1200.0,6.0,70.0,4
3919,Kengeri,726.0,2.0,35.0,2
3920,other,1500.0,3.0,149.0,3
3921,Hebbal,3895.0,4.0,405.0,4
3922,Horamavu Agara,1079.0,2.0,41.0,2
3923,Begur Road,1170.0,2.0,46.0,2
3924,Doddathoguru,1104.0,2.0,39.0,2
3925,Kanakpura Road,950.0,2.0,45.0,2
3927,other,1650.0,2.0,52.0,3
3928,Kogilu,1559.0,3.0,127.0,3
3929,other,1100.0,2.0,38.0,2
3930,Benson Town,1750.0,3.0,150.0,3
3931,Ramagondanahalli,1215.0,2.0,45.5,2
3932,Talaghattapura,1868.0,3.0,135.0,3
3933,Electronic City,1130.0,2.0,32.63,2
3934,Kanakpura Road,1570.0,3.0,64.5,3
3935,Sarjapur  Road,1691.0,3.0,98.0,3
3936,Ardendale,4355.0,3.0,350.0,5
3937,Hulimavu,1225.0,2.0,55.0,2
3938,JP Nagar,1690.0,3.0,112.0,3
3939,Thigalarapalya,1418.0,2.0,103.0,2
3940,Kasturi Nagar,1896.0,3.0,125.0,4
3941,Sonnenahalli,605.0,1.0,40.0,1
3943,Electronic City Phase II,900.0,2.0,32.5,2
3944,other,750.0,2.0,50.0,1
3946,Ananth Nagar,908.0,2.0,26.0,2
3947,Sarjapur  Road,3416.5,6.0,143.0,4
3948,Thanisandra,3216.0,4.0,226.0,4
3949,BEML Layout,2400.0,4.0,225.0,5
3950,Iblur Village,1400.0,2.0,68.0,2
3951,Kudlu,1092.0,2.0,44.0,2
3952,Hulimavu,1255.0,2.0,74.0,2
3953,Electronic City,1500.0,2.0,100.0,3
3954,Thanisandra,1296.0,2.0,72.0,2
3955,Horamavu Banaswadi,925.0,2.0,38.0,2
3956,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3958,Thanisandra,1020.0,2.0,44.5,2
3959,Choodasandra,1530.0,3.0,77.0,3
3960,Gubbalala,1650.0,3.0,71.0,3
3961,other,1605.0,2.0,85.0,3
3962,Hosakerehalli,1925.0,2.0,50.0,2
3963,Kogilu,1190.0,2.0,50.66,2
3964,Jakkur,1374.0,3.0,68.0,3
3965,6th Phase JP Nagar,1140.0,2.0,65.0,2
3966,Green Glen Layout,1725.0,3.0,130.0,3
3967,Bisuvanahalli,1075.0,2.0,50.0,3
3968,Kannamangala,1574.0,3.0,93.34,3
3969,Sanjay nagar,965.0,1.0,32.0,1
3970,Marathahalli,1550.0,3.0,83.0,3
3971,other,1205.0,2.0,60.0,2
3972,Kambipura,1082.0,2.0,55.0,3
3973,Uttarahalli,1215.0,2.0,52.85,3
3974,Hebbal,2483.0,5.0,230.0,4
3975,other,1200.0,3.0,46.14,2
3978,Ardendale,3198.0,4.0,250.0,4
3979,Kanakpura Road,1452.0,3.0,60.98,3
3980,Electronic City Phase II,1329.0,2.0,41.0,3
3981,other,1125.0,2.0,44.0,2
3982,other,1200.0,2.0,70.0,2
3983,Sarjapur  Road,1350.0,3.0,39.97,3
3984,Uttarahalli,1312.5,3.0,51.19,3
3985,Hebbal,2600.0,3.0,195.0,3
3987,Electronic City Phase II,1220.0,3.0,35.23,3
3988,Pai Layout,1255.0,2.0,80.0,2
3989,other,1904.0,3.0,155.0,3
3990,Somasundara Palya,1329.0,2.0,70.0,2
3991,Chandapura,1200.0,2.0,60.0,2
3992,Murugeshpalya,2135.0,3.0,160.0,3
3994,other,813.0,1.0,39.0,1
3995,other,3884.0,4.0,240.0,4
3997,Kalena Agrahara,800.0,2.0,30.0,2
3999,Hormavu,1500.0,3.0,70.0,3
4000,Bannerghatta Road,1880.0,3.0,95.0,3
4001,Electronic City,1440.0,2.0,55.0,3
4002,Akshaya Nagar,1575.0,3.0,90.0,3
4003,other,1630.0,2.0,97.78,3
4004,Yelahanka,1180.0,3.0,55.0,3
4005,other,1090.0,2.0,36.0,2
4006,NGR Layout,1020.0,2.0,48.45,2
4007,other,2425.0,4.0,173.0,4
4008,Varthur,1097.0,2.0,33.82,2
4009,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
4010,Kumaraswami Layout,1000.0,2.0,58.0,2
4012,other,1150.0,2.0,56.0,2
4013,Frazer Town,1900.0,4.0,145.0,3
4014,other,1141.0,2.0,49.0,2
4015,Jigani,937.0,2.0,44.0,2
4016,Green Glen Layout,1075.0,2.0,60.0,2
4017,Panathur,1000.0,2.0,65.3,2
4018,Kasavanhalli,1450.0,3.0,77.41,3
4020,other,936.0,2.0,43.0,2
4021,other,1280.0,2.0,75.0,2
4022,Babusapalaya,1050.0,2.0,45.0,2
4023,Marathahalli,1350.0,2.0,86.0,2
4024,Mallasandra,1325.0,2.0,70.0,2
4025,Devanahalli,1174.0,2.0,59.0,2
4026,Hosur Road,1890.0,3.0,162.0,3
4027,other,735.0,1.0,75.0,1
4028,other,500.0,1.0,24.0,1
4029,Gottigere,1304.0,3.0,80.0,3
4030,Yelahanka,1653.0,3.0,120.0,3
4031,Bisuvanahalli,1075.0,2.0,52.0,3
4032,7th Phase JP Nagar,1212.0,3.0,42.0,2
4033,other,1100.0,2.0,50.0,2
4036,Billekahalli,1140.0,2.0,50.0,2
4037,other,1200.0,2.0,100.0,2
4038,Kudlu Gate,1532.0,3.0,83.0,3
4039,Doddaballapur,2776.0,4.0,195.0,3
4040,Padmanabhanagar,1531.0,2.0,75.0,3
4041,Poorna Pragna Layout,1270.0,2.0,50.79,3
4042,Uttarahalli,1325.0,2.0,53.0,2
4044,Electronic City,1156.0,2.0,44.0,3
4046,Bannerghatta Road,1260.0,2.0,70.0,2
4047,Vittasandra,1934.0,2.0,90.0,2
4048,Malleshpalya,1060.0,2.0,40.0,2
4049,Kasavanhalli,1476.0,3.0,95.0,3
4050,Murugeshpalya,1185.0,2.0,85.0,2
4051,other,1265.0,2.0,82.0,3
4052,other,3200.0,5.0,150.0,4
4053,other,1196.0,2.0,56.81,2
4054,EPIP Zone,1280.0,2.0,69.0,2
4056,Hulimavu,1175.0,2.0,45.0,2
4057,other,1850.0,3.0,98.0,3
4059,Whitefield,1195.0,2.0,70.0,2
4060,Ulsoor,2000.0,3.0,185.0,3
4063,Hosur Road,1180.0,2.0,36.5,2
4064,Jakkur,1050.0,2.0,49.87,2
4065,Electronic City,1400.0,2.0,40.44,3
4066,other,2360.0,4.0,150.0,4
4067,other,1030.0,2.0,77.25,2
4068,other,1512.0,1.0,65.01,2
4069,Subramanyapura,929.0,2.0,48.0,2
4070,Jigani,1252.0,3.0,61.0,3
4071,Green Glen Layout,1485.0,3.0,115.0,3
4072,Electronics City Phase 1,1124.0,2.0,55.0,3
4074,Indira Nagar,1407.0,3.0,120.0,3
4075,Hennur Road,1482.0,2.0,97.0,3
4076,Sector 7 HSR Layout,1163.0,2.0,98.86,2
4077,Jalahalli,1570.0,3.0,140.0,3
4079,Chandapura,520.0,1.0,14.04,1
4080,other,2000.0,3.0,160.0,3
4081,Prithvi Layout,1352.0,2.0,75.0,2
4082,Electronic City,1152.0,2.0,65.0,2
4083,other,1575.0,3.0,93.0,3
4084,Hegde Nagar,1965.0,4.0,125.0,3
4085,other,1300.0,2.0,70.0,3
4087,Marathahalli,957.0,2.0,47.0,2
4088,Hoskote,1740.0,3.0,60.0,3
4090,Neeladri Nagar,1060.0,2.0,35.0,2
4091,other,975.0,2.0,50.0,2
4092,Ramamurthy Nagar,1150.0,2.0,51.0,2
4093,Whitefield,1738.0,2.0,79.0,3
4094,Bommanahalli,1250.0,3.0,55.0,3
4095,Bannerghatta Road,1788.0,3.0,90.0,3
4096,Kanakapura,1151.0,2.0,59.0,2
4097,Uttarahalli,1300.0,2.0,60.0,3
4098,Garudachar Palya,1150.0,2.0,52.8,2
4099,other,1380.0,2.0,75.0,2
4100,Hebbal,1645.0,3.0,117.0,3
4101,Babusapalaya,1141.0,2.0,45.9,2
4102,7th Phase JP Nagar,1175.0,2.0,82.5,2
4103,Banashankari Stage V,1355.0,2.0,61.0,3
4104,Dasarahalli,1150.0,2.0,70.0,2
4106,other,1000.0,2.0,45.0,2
4107,Balagere,1007.0,2.0,65.0,2
4108,other,3000.0,5.0,100.0,4
4109,Kothanur,1436.0,3.0,70.0,3
4111,Somasundara Palya,2372.0,3.0,140.0,3
4113,BTM Layout,1786.8999999999999,3.0,10.0,3
4115,Rayasandra,1016.0,2.0,58.0,2
4116,Dodda Nekkundi,1100.0,2.0,48.0,2
4117,other,1080.0,2.0,45.0,2
4118,Electronic City,1070.0,2.0,60.0,2
4119,Kadubeesanahalli,1532.0,3.0,115.0,3
4120,Hennur,1040.0,2.0,42.12,2
4122,Tumkur Road,1137.5,2.0,48.905,2
4123,Thanisandra,1430.0,2.0,51.6,3
4125,ITPL,3262.0,5.0,205.0,4
4127,other,1190.0,2.0,100.0,2
4128,other,1827.0,3.0,100.0,3
4129,HRBR Layout,1210.0,2.0,75.0,2
4130,other,1500.0,3.0,95.0,3
4131,Rachenahalli,1050.0,2.0,53.5,2
4132,Hebbal,1251.0,2.0,88.73,2
4133,HSR Layout,1600.0,2.0,115.0,3
4134,Electronic City,1128.0,2.0,65.5,2
4135,Budigere,1820.0,3.0,93.0,3
4136,Thigalarapalya,2072.0,4.0,159.0,3
4137,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
4138,Hoodi,1925.0,2.0,114.0,3
4139,Hennur Road,2651.0,2.0,225.0,3
4140,Thigalarapalya,2072.0,4.0,147.0,3
4141,Kumaraswami Layout,1000.0,2.0,36.0,2
4142,KR Puram,1752.0,3.0,145.0,3
4143,Sahakara Nagar,960.0,2.0,56.0,2
4144,other,1180.0,2.0,63.0,2
4145,Benson Town,2270.0,3.0,180.0,3
4146,NRI Layout,650.0,2.0,59.0,2
4147,Lakshminarayana Pura,1200.0,2.0,75.0,2
4148,Bisuvanahalli,1180.0,2.0,46.0,3
4149,other,1300.0,3.0,47.0,3
4150,Bannerghatta Road,1157.0,2.0,40.0,2
4151,Kanakpura Road,1300.0,3.0,69.0,3
4152,Banashankari Stage III,1305.0,2.0,59.0,3
4153,Hegde Nagar,2006.0,4.0,196.0,3
4154,Jakkur,1290.0,2.0,80.0,2
4155,Hoskote,1170.0,2.0,45.0,2
4157,Yelachenahalli,1400.0,2.0,78.0,2
4158,Lakshminarayana Pura,1200.0,2.0,75.0,2
4159,other,1155.0,2.0,60.0,3
4160,Hormavu,1725.0,3.0,85.0,3
4161,Kanakpura Road,700.0,2.0,40.0,2
4163,Hoodi,1112.0,2.0,88.0,2
4164,Somasundara Palya,1178.0,2.0,78.0,2
4165,Badavala Nagar,1274.0,2.0,81.0,2
4166,Doddathoguru,915.0,2.0,32.0,2
4168,Hosur Road,760.0,1.0,21.28,1
4169,other,1540.0,3.0,68.0,3
4170,other,1206.0,2.0,38.5,2
4171,other,1645.0,3.0,95.0,3
4174,Nehru Nagar,2342.0,3.0,115.0,4
4175,other,1200.0,2.0,55.0,3
4176,Yelenahalli,1056.0,2.0,33.0,2
4177,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8
4178,Kanakpura Road,1450.0,3.0,54.3,3
4179,other,1161.0,2.0,36.69,2
4180,other,1097.0,2.0,65.0,2
4181,Uttarahalli,850.0,2.0,35.0,2
4182,Green Glen Layout,1715.0,3.0,115.0,3
4184,Electronic City,1200.0,2.0,59.0,2
4185,8th Phase JP Nagar,1080.0,2.0,38.0,2
4186,Kasavanhalli,1200.0,2.0,50.3,2
4188,Banashankari,1400.0,2.0,78.0,3
4190,Kanakpura Road,458.0,1.0,19.695,1
4191,Marathahalli,1230.0,2.0,57.0,2
4192,Kalyan nagar,1640.0,3.0,88.0,3
4193,Banashankari,1700.0,3.0,125.0,3
4194,Bommasandra,1478.0,2.0,44.0,3
4196,Banashankari,1020.0,2.0,40.79,2
4198,Yelahanka,1275.0,2.0,95.0,3
4199,other,1600.0,3.0,165.0,4
4200,Kanakapura,1110.0,2.0,38.85,2
4201,Uttarahalli,1627.86,3.0,88.0,3
4202,other,620.0,2.0,22.0,2
4203,Whitefield,3004.0,4.0,285.0,4
4204,Hosa Road,1133.0,2.0,52.0,2
4205,Hennur Road,1182.0,2.0,82.5,2
4206,Tumkur Road,1500.0,3.0,100.0,3
4207,Hebbal Kempapura,3900.0,5.0,360.0,4
4208,Marathahalli,1200.0,2.0,58.0,2
4209,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
4212,Amruthahalli,1100.0,2.0,45.0,2
4213,Kengeri Satellite Town,635.0,1.0,22.0,2
4214,Ardendale,2062.0,3.0,140.0,4
4215,Thanisandra,1874.0,4.0,130.0,3
4217,Old Madras Road,1171.0,2.0,75.0,2
4218,Sarjapur,2020.0,3.0,85.0,3
4219,8th Phase JP Nagar,1059.0,2.0,34.5,2
4220,Panathur,1315.0,2.0,59.1,3
4221,Jakkur,1760.0,3.0,110.0,3
4222,other,1200.0,2.0,125.0,2
4223,Hennur Road,1192.0,2.0,62.0,3
4224,Hebbal,1645.0,3.0,121.0,3
4225,Whitefield,1250.0,2.0,72.0,2
4226,Whitefield,709.0,1.0,34.385,1
4227,Whitefield,1340.0,2.0,77.0,2
4228,Cooke Town,2388.0,4.0,239.0,3
4229,Hosa Road,1369.1,2.0,104.0,2
4230,other,1355.0,2.0,75.0,2
4231,Bannerghatta Road,1150.0,2.0,65.0,2
4232,Kanakapura,1938.0,3.0,113.0,3
4233,Begur Road,2462.0,4.0,124.0,4
4234,Budigere,1636.0,3.0,85.0,3
4235,Akshaya Nagar,1430.0,2.0,75.0,3
4236,other,2000.0,3.0,85.0,3
4237,Electronic City Phase II,993.0,2.0,50.0,3
4239,Kanakpura Road,1700.0,3.0,88.0,3
4240,Yelahanka,1270.0,2.0,78.0,2
4241,Anjanapura,1500.0,3.0,121.0,3
4244,Marathahalli,1650.0,3.0,86.45,3
4245,Panathur,1109.0,2.0,63.0,2
4246,other,1280.0,2.0,49.75,2
4247,Sarjapur,2885.0,3.0,185.0,4
4250,Kothanur,1462.0,3.0,71.0,3
4251,Marathahalli,607.0,1.0,35.0,1
4252,Kammasandra,930.0,2.0,25.0,2
4255,Malleshwaram,2600.0,3.0,237.0,3
4256,JP Nagar,3000.0,4.0,140.0,4
4257,Electronic City Phase II,1418.0,3.0,52.47,3
4259,EPIP Zone,1125.0,2.0,65.0,2
4260,CV Raman Nagar,1825.0,3.0,126.0,3
4261,Whitefield,1320.0,2.0,79.5,2
4262,JP Nagar,3000.0,4.0,140.0,4
4265,Whitefield,750.0,2.0,52.7,2
4266,Yelahanka,1400.0,2.0,80.54,3
4269,Mahadevpura,3295.0,4.0,260.0,5
4271,Whitefield,1200.0,3.0,61.96,3
4272,Poorna Pragna Layout,965.0,2.0,48.0,2
4273,Gottigere,812.0,1.0,26.0,1
4274,KR Puram,1100.0,2.0,43.0,2
4275,Whitefield,1180.0,2.0,41.0,2
4276,HSR Layout,1145.0,2.0,48.0,2
4277,Haralur Road,1027.0,2.0,44.0,2
4278,other,1215.0,2.0,49.85,2
4279,Hegde Nagar,1200.0,2.0,75.0,2
4280,Kenchenahalli,1015.0,2.0,58.0,2
4281,Kaggalipura,2400.0,3.0,165.0,3
4282,Whitefield,3000.0,4.0,306.0,4
4284,other,1076.0,2.0,52.0,2
4285,JP Nagar,1300.0,2.0,109.0,2
4286,Hebbal Kempapura,1300.0,2.0,102.0,2
4287,Hosa Road,1512.0,3.0,123.0,3
4288,Bhoganhalli,1053.4,3.0,88.91,3
4289,Yeshwanthpur,605.0,1.0,41.745,1
4290,Hormavu,1153.0,2.0,65.0,2
4292,Hulimavu,1255.0,2.0,69.0,2
4293,Bannerghatta Road,2835.0,5.0,260.0,4
4294,Marathahalli,1583.0,3.0,109.0,3
4295,other,1505.0,2.0,90.0,2
4296,Kathriguppe,1365.0,2.0,75.08,3
4297,other,1200.0,3.0,95.75,3
4298,other,1810.0,4.0,148.0,3
4299,Magadi Road,440.0,1.0,35.0,1
4300,Subramanyapura,975.0,2.0,63.0,2
4301,other,1250.0,2.0,39.0,2
4302,other,1530.0,2.0,97.0,3
4303,Kereguddadahalli,1300.0,2.0,39.0,3
4304,Channasandra,1115.0,2.0,40.0,2
4305,Sarjapur  Road,1308.0,2.0,83.0,2
4306,Parappana Agrahara,1194.0,2.0,47.0,2
4307,Uttarahalli,1490.0,2.0,59.6,3
4309,Sarjapur  Road,1592.0,3.0,91.0,3
4310,Rajaji Nagar,1222.0,2.0,112.0,2
4311,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
4312,Balagere,656.0,1.0,53.0,1
4315,Chandapura,1200.0,1.0,36.0,2
4316,Thanisandra,1698.0,3.0,102.0,3
4317,other,1500.0,3.0,70.0,3
4318,other,2000.0,5.0,80.0,4
4319,Electronic City,1152.0,2.0,65.75,2
4320,Raja Rajeshwari Nagar,550.0,1.0,21.0,1
4321,Pattandur Agrahara,900.0,2.0,42.0,2
4322,other,1410.0,2.0,45.12,3
4323,Akshaya Nagar,1419.0,2.0,73.0,3
4324,Amruthahalli,1200.0,2.0,55.0,2
4325,AECS Layout,1800.0,3.0,65.0,3
4326,Gottigere,990.0,2.0,40.0,2
4327,Sarjapur  Road,1016.0,2.0,45.0,2
4328,Bannerghatta Road,1100.0,2.0,39.0,2
4330,Whitefield,1095.0,2.0,35.0,2
4331,other,2000.0,3.0,85.0,3
4332,Budigere,1444.0,2.0,70.0,2
4333,Whitefield,1415.0,2.0,67.0,2
4334,other,1500.0,2.0,130.0,3
4335,other,1600.0,3.0,72.0,3
4336,Whitefield,1105.0,2.0,41.36,2
4337,Electronic City,1225.0,3.0,45.03,3
4338,Frazer Town,2560.0,3.0,265.0,3
4339,Kanakpura Road,1080.0,2.0,37.8,2
4340,Dasarahalli,2400.0,3.0,150.0,7
4341,Talaghattapura,1856.0,3.0,135.0,3
4342,Haralur Road,1464.0,3.0,56.0,3
4343,other,2100.0,6.0,71.0,6
4344,Sarjapur  Road,1150.0,2.0,77.0,2
4346,Whitefield,2094.0,2.0,113.19,3
4347,5th Phase JP Nagar,1485.0,2.0,67.0,3
4348,other,2500.0,3.0,75.0,3
4349,Whitefield,1200.0,2.0,45.0,2
4350,Hennur Road,1036.0,2.0,59.46,2
4351,Whitefield,3445.0,5.0,270.0,4
4352,other,1400.0,2.0,80.0,2
4353,Bommanahalli,1110.0,2.0,33.0,2
4354,Kodichikkanahalli,1150.0,2.0,48.0,2
4355,Kenchenahalli,715.0,1.0,45.0,1
